Fecha de Aplicacion	Numero de Documento	Total Monto
20240103	11bf827510b8a24	639800.0
20240103	4ebdb35de908150	600000.0
20240103	e81df8acd370b13	550000.0
20240103	bb36e68dfa1f2d1	500000.0
20240103	68e179c82fc0488	500000.0
20240103	29f2442b6addadd	500000.0
20240103	acf746e570a77a4	318046.0
20240103	4ae986dd11fe005	317600.0
20240103	bfd14deac3a28f6	316000.0
20240103	7f43ce700e216ab	300000.0
20240103	15396a294648297	269250.0
20240103	f5775be4f6a8e37	205050.36
20240103	4fee07ad8a77c66	200000.0
20240103	3fd0ec94e5254dc	200000.0
20240103	e4d256615dc8f29	182380.0
20240103	ca804d1cd8c2c05	170000.0
20240103	8b28dc11d188778	150995.8
20240103	b1742929486d316	150000.0
20240103	5eeec7ba7eb5778	150000.0
20240103	44c3004685c97d2	150000.0
20240103	5e965ff8a7a99ee	149000.0
20240103	090e42ba5a376ae	148136.0
20240103	0b5b4d60847980a	136000.0
20240103	28c98b17f6ce497	119410.0
20240103	54d0b3633d113a0	119000.0
20240103	c096a13233b28ae	116700.0
20240104	ad117f256b39ce2	161686.04
20240106	53a0d3698846889	4000000.0
20240106	7c1f830d05792ec	3826557.0
20240106	21efb6b3a6a5509	3173124.0
20240106	f626ec2b8d8711d	3000000.0
20240106	586dcca434ba7bf	2378391.0
20240106	0455a002f1b6676	1400000.0
20240106	8568d850e648005	1375000.0
20240106	87772dfd1d67eda	1000000.0
20240106	a4d449904b146e6	650000.0
20240106	5aa56e92989c6d4	630000.0
20240106	04c4334ca5d1a6d	544000.0
20240106	e1f24feeb6aac96	500000.0
20240106	d5ec6a886d3e607	500000.0
20240106	bdfca79dcb467ba	500000.0
20240106	6f8a32addfdede0	500000.0
20240106	3e2e9a304afe5ad	500000.0
20240106	327ffcdb0f5c68e	500000.0
20240106	f29cca109fdb7e0	450000.0
20240106	95d08339240a51a	436000.0
20240106	6dd65537ff55c2f	380000.0
20240106	abe215cf062ca3a	348000.0
20240106	142056d2b172f1f	320000.0
20240106	0d092788e0f4fb6	306700.0
20240106	b9fabde47dd2a2f	265000.0
20240106	9b390105120ceb4	250000.0
20240106	59afc385984bf46	250000.0
20240106	95b0ae62a41664f	240000.0
20240106	b9eed33ce5d0565	233270.0
20240106	9fdcd3ee5074004	200000.0
20240106	8d0f2a7a8aa2fb4	200000.0
20240106	827d71b592adc15	200000.0
20240106	23c675ccc4af22c	200000.0
20240106	14dc35dd4e01d27	200000.0
20240106	b3e69c915b68065	175000.0
20240106	0245def49d1079d	166900.0
20240106	0589c7815059b81	160000.0
20240106	6d7c145f7e2ed5c	155000.0
20240106	1bbddd9f782b05f	146454.0
20240106	4250236a75ad34f	142000.0
20240106	24ad3de448ee794	140000.0
20240106	007d3de6bb8dc57	110000.0
20240106	96a8a802a1451f5	108100.0
20240106	dcc8cf3419087d3	105000.0
20240107	9a23fb4b8830108	4837394.0
20240107	dee686005ab5ace	3000000.0
20240107	67b225a8aa104f4	2160000.0
20240107	91394a8df5793fd	1000000.0
20240107	3e1c4e7679597df	1000000.0
20240107	b177b14e6b1497b	950000.0
20240107	0cd69f0cd03f92e	800000.0
20240107	e9d04eb61db4d6a	600000.0
20240107	cb0be8a620705f5	600000.0
20240107	7867d321e11d714	600000.0
20240107	5c179781b47e937	550000.0
20240107	dd9fba7f425515a	500000.0
20240107	c0926612eabe0be	500000.0
20240107	622468f4f8d3f43	431743.0
20240107	1cc3e3ea44bb461	350000.0
20240107	17bb2bd3ea6873c	329400.0
20240107	ddd38e0501e13a3	300000.0
20240107	86d049ab1da3a8d	300000.0
20240107	41e5ec1b5c349d8	300000.0
20240107	06e6f32e4f63b39	300000.0
20240107	04037ea857d2dd0	300000.0
20240107	458e4477db2a7c1	285750.0
20240107	3560f027f2731b6	250000.0
20240107	8a695dacb722e63	230000.0
20240107	a845b9cb3300e85	200000.0
20240107	a345f291c8d84a7	200000.0
20240107	9d3bc3de1c9c5b3	200000.0
20240107	61307c29bc8cbc5	200000.0
20240107	53c943db4af1e67	200000.0
20240107	17d386f88068644	174500.0
20240107	d7d54d58076ceee	170000.0
20240107	60bee596e554946	156000.0
20240107	f3e3070159425e1	140000.0
20240107	15afdeb5c5e4e63	114212.0
20240108	afec1adec0bd405	10000000.0
20240108	69bf79b9e0a473c	6000000.0
20240108	a2bf0c33f0dc1b7	3000000.0
20240108	87f0b062fe41a92	2760000.0
20240108	2f6a5a6b95981c4	1900000.0
20240108	fedd994e0486794	1500000.0
20240108	813fc85f56d4a65	1200000.0
20240108	718b2d7168f8a8d	1000000.0
20240108	4d1eac600c909f6	840000.0
20240108	c436db391a84b3b	744000.0
20240108	acca6fab96d1e2f	577470.0
20240108	ef30863cf91c08d	522516.0
20240108	b342c1aeefe7a08	450000.0
20240108	58dba984512a52c	450000.0
20240108	88a25a3c67d8ddb	400000.0
20240108	c2fa7f16a8fd0d7	312500.0
20240108	31c986780f417e3	310000.0
20240108	d65711d09a75d7a	293800.0
20240108	7e4aba425d5c187	250000.0
20240108	45a8e8a7febbd99	250000.0
20240108	e33132661a2e731	215000.0
20240108	dc8a827132ae73a	200000.0
20240108	2894ecd16a0f7c4	200000.0
20240108	09d0bcab622dcfe	200000.0
20240108	9e79267e22226b4	198000.0
20240108	94f738f6ba31464	180000.0
20240108	aeb5951860568ec	160000.0
20240108	c899326cf512565	150000.0
20240108	0fb3aedca444a87	150000.0
20240108	6b8eaf2a9e6cf08	142000.0
20240108	256989bd6e1426f	140000.0
20240108	c924848fb8d515f	135000.0
20240108	6241195279b75f4	124000.0
20240108	274481ddb4ebae9	122400.0
20240108	4d0e45502884fb4	120000.0
20240108	69a55a398307d85	118000.0
20240108	3f80f3c76754f6e	117829.2
20240108	fb160a72d973460	110000.0
20240109	797c7e391a730fb	166511794.0
20240109	a9036354c5e3d1a	26014652.74
20240109	dcbef90b1a74e24	22874250.43
20240109	fec9f7da04d903b	9733410.0
20240109	142f87741a11d0b	9500000.0
20240109	de8e4723c5dd84a	6704197.0
20240109	76a9678865310a9	4872005.0
20240109	96c46bf083b7742	2823000.0
20240109	8ec9c91b8a0ccec	1890934.0
20240109	9ae27e1006a0768	1540944.0
20240109	427a274ceb055c9	1436227.0
20240109	1566e0976a35da9	1207806.0
20240109	c426f47c29aede1	1201400.0
20240109	b17181bb7eacb3d	1000000.0
20240109	7ce5c574f682da0	1000000.0
20240109	6ecaa5ad569d454	1000000.0
20240109	d783665d38b9211	660000.0
20240109	da40268202a819e	654848.76
20240109	3ecaa8e64152b2c	580000.0
20240109	ddc8ebbfc881600	550000.0
20240109	c028d40611457b8	541254.0
20240109	bab7908b3b95b06	438600.0
20240109	c242fda756982a8	400000.0
20240109	6e32e075deb0a19	384300.0
20240109	3684321a9c5e0fd	380012.79
20240109	36d14da68ba035c	362055.0
20240109	819ff5976517f87	342000.0
20240109	b35c1517235ec63	332100.0
20240109	b0381e213dfb316	300000.0
20240109	a1d103ba047f48c	270000.0
20240109	e555a9e0e0d7ac7	210000.0
20240109	d141e8429c5127a	200000.0
20240109	cb72dec631ce34a	187300.0
20240109	c11d09f56301d84	184074.0
20240109	bbb086bfba682c5	178000.0
20240109	9f88dade351e5a3	174900.0
20240109	6958de35dfd367f	165240.0
20240109	98896a356f1a368	150000.0
20240109	2540611b46873f1	129398.0
20240111	4d592633947b56a	2200000.0
20240111	cb80e4086399e54	1000000.0
20240111	75f07d9bed4c39f	1000000.0
20240111	f64e65ac62efc90	700000.0
20240111	16f36f5b10f7c55	700000.0
20240111	80f6e828480881f	620000.0
20240111	bfc72bd7890a971	500000.0
20240111	22e5e931ac8d74c	500000.0
20240111	00bfdbf8063668e	500000.0
20240111	3ecbedfc82dcce4	494800.0
20240111	e1e6aaf11998594	450000.0
20240111	d21ee1d7ac03994	300000.0
20240111	96d904d51edfa70	297033.0
20240111	c63ca85c2239029	279573.0
20240111	d98648ee632dc52	278550.0
20240111	619975f48deb8c9	203515.0
20240111	79938f2ecac6ee7	200000.0
20240111	26a488c0777b7e2	197147.0
20240111	ba6a03f33816340	165357.0
20240111	e75c1e51a01c1f7	156662.0
20240111	4845fbc826a9319	150000.0
20240111	18da5cdd2401a64	150000.0
20240111	d6abd707c363dbe	140000.0
20240111	d808bb2cdf83caa	131705.0
20240111	7983cabcc71b050	130908.0
20240111	cf7f4ae9439fa07	130000.0
20240111	1881d3fd7b272e8	120000.0
20240111	311a025eda430a4	118800.0
20240113	7041f91fe867dab	3294000.0
20240113	f1da82ad11d6d1f	2000000.0
20240113	f7440d47481ab8d	629900.0
20240113	7e22be07d20b634	600000.0
20240113	8ffd6fce16f3070	500000.0
20240113	7f99cf280d8d073	500000.0
20240113	7ac33a6ab64dd11	500000.0
20240113	59cf6af07c1d804	500000.0
20240113	1acc4d670203bc1	500000.0
20240113	59bee3f0c2a4991	489294.0
20240113	95d438b8c625b93	458259.0
20240113	6fce778ff403e12	450000.0
20240113	cd8232e9bf9fc0c	389900.0
20240113	fa6f592b3cd36e7	312700.0
20240113	f4f6bf8c3439851	300000.0
20240113	89bebce5b07d4df	300000.0
20240113	22a1b6f4d941f11	300000.0
20240113	0eac8c299222244	227500.0
20240113	c811f68301b87ef	227000.0
20240113	22747240a737b8b	214000.0
20240113	fa2bffb9ff30708	212100.0
20240113	41ae81e8c05e9f0	203060.0
20240113	9d47ba70b77770e	200000.0
20240113	7b5aba915338051	195028.0
20240113	f37f912dfa2d51f	194100.0
20240113	90b6982ef29ca6d	179800.0
20240113	52f3ee194e4bd93	149800.0
20240113	f8d40fb9860df45	135000.0
20240113	28791f56f2a18b1	129000.0
20240113	0054db083b9fe3c	123250.0
20240113	3ca058ebb81b9f5	108100.0
20240113	08959aaa931b374	100106.0
20240116	660ea90e48768fd	18947426.0
20240116	4a9bc5cacc9bd62	10028363.0
20240116	28f079c33021435	4180281.0
20240116	1b1c0f659a1348c	3550000.0
20240116	c11362cc9c7eb80	3076878.0
20240116	6cac313494e51ef	1860000.0
20240116	1d999242a48f58c	1600000.0
20240116	828c164a7796260	1377975.0
20240116	138e7ed01474c18	1184400.0
20240116	9524e3fed08ea4c	1171851.05
20240116	da30975a9e6c61c	1100000.0
20240116	9b9243f347c466b	1064000.0
20240116	d90bccc6382abc3	1000000.0
20240116	c3fd958c7d7ba26	950000.0
20240116	cd144dbd64614fd	899540.0
20240116	7f0806e4c47ce52	771000.0
20240116	1f3d63592f3e604	720000.0
20240116	c5012b18f861d2b	650000.0
20240116	4478010b996a3b7	600000.0
20240116	b0102100b7d30bd	537851.0
20240116	d0c1e0670c50199	500000.0
20240116	c9aaf6dc2705d14	500000.0
20240116	f6335c50b821de9	401267.25
20240116	c8e0575a774f665	370000.0
20240116	69a4061d3ee0438	350000.0
20240116	06df7bc29cc0265	340000.0
20240116	7be5de817a62729	303700.0
20240116	f34bb035e82613d	300000.0
20240116	889ad89bfe88e4b	300000.0
20240116	6836483ff8fd3ac	267000.0
20240116	0cd750e38ed209f	258166.0
20240116	aa2e42c62da6a52	250960.0
20240116	d00f996a242b5c5	247304.0
20240116	8d7e74a33e172c6	220554.0
20240116	4e4e99d9f9251dc	212424.0
20240116	b5c9c2529ea2b5c	200000.0
20240116	48e1ae3fcf7e4c1	200000.0
20240116	442bcc2289ae9e6	200000.0
20240116	de3d27abab5cb31	192600.0
20240116	f1f8744b7dfe7ef	180000.0
20240116	acd280d2a061473	169900.0
20240116	f428bfee15436be	165500.0
20240116	bc9dc695bd48f40	160000.0
20240116	c12a6999a4c6be3	150000.0
20240116	ce9ebeddab5aeda	147847.0
20240116	284af4719260acc	130000.0
20240116	0818736ee8ce97f	126601.24
20240116	cdd116b4b0d04b4	101300.0
20240117	24a9571dcea9dd9	10000000.0
20240117	58bd189dba7fa43	5000000.0
20240117	17d47d65bcd1ec7	3023280.0
20240117	660ea90e48768fd	3000000.0
20240117	b0b25390351e614	1439200.0
20240117	e7df4bf1e38eb08	1081450.0
20240117	11f8132dfe9ac41	1000000.0
20240117	e7214462c93cda2	950063.0
20240117	70512f843013d70	830000.0
20240117	9e84bc3235e72f2	806000.0
20240117	d0fa35dac1cec07	800000.0
20240117	6983c757aede724	740000.0
20240117	17378332976b06b	703162.0
20240117	56312e1f537edb9	683400.0
20240117	27020a5ea7a1f61	520000.0
20240117	8bfe31978607668	500000.0
20240117	a26170be5e32f3c	472000.0
20240117	12c15363f599b6d	443790.0
20240117	e0be43a3330e339	398400.0
20240117	6784cd5f9fa58aa	396000.0
20240117	4163a98b17fde8b	393100.0
20240117	f84cb464facf124	384035.83
20240117	2a1d8541eee6b0b	379394.9
20240117	ab1be296d989cef	364814.0
20240117	828c7b500175b14	358000.0
20240117	d70a63b36569876	340000.0
20240117	f4b49c0347e6541	334723.0
20240117	c49ab0191ea5b9a	324369.0
20240117	89630b3432fe9a9	320000.0
20240117	d70fa590a3dfbbb	235010.0
20240117	ca29dd09268cd74	202000.0
20240117	59b97b8be6bbd99	200000.0
20240117	4b7407eaf1ece1a	200000.0
20240117	4868717efc7d226	200000.0
20240117	684cb694ffaac31	186000.0
20240117	bd847e599db6829	175958.0
20240117	feaaa71048c3206	160000.0
20240117	70940e570f47faf	143841.0
20240117	1e530c6a32b8ec6	131505.0
20240117	b19079cb58c8468	130811.12
20240117	40534e493b461eb	113207.0
20240117	b7c4d264673e75f	112100.0
20240117	b5323b563f38b89	108860.0
20240118	457ac6cdda38bc0	190000000.0
20240118	5f18ba9ea1af44c	8000000.0
20240118	501f06b722e7704	6993816.0
20240118	8676c8026ea2efc	5000000.0
20240118	a17a36aa2eec927	4855500.0
20240118	978dd34405e68f1	3468770.0
20240118	7adfef7a20234fb	3468770.0
20240118	27e089b1c626ea8	1506212.5
20240118	40f7b90d902a071	1160000.0
20240118	9719ff6ee453277	1000000.0
20240118	17d5b72d6c526c2	997000.0
20240118	30c6e9ed2052b17	880000.0
20240118	7cc3e1539679640	840008.0
20240118	f1062a5d417e458	730575.0
20240118	04722d5626b7c4a	654812.8
20240118	ffe00e2d168b854	624611.0
20240118	f8da9b85e7e9540	553769.0
20240118	4a449fae02c924f	542000.0
20240118	f11921bcdccb394	539900.0
20240118	befe2e005045fce	500000.0
20240118	fdf0d2c9cd56dad	490000.0
20240118	39e585a434ba168	360000.0
20240118	157ef5ed8ecc30e	347794.0
20240118	b44cd6ce620b0cc	315000.0
20240118	6685f039db8efbb	300000.0
20240118	23ceb6842ae6884	300000.0
20240118	d378fe4eb43551b	292320.0
20240118	cc9873f060731ef	270000.0
20240118	222f16b36cfc96b	220000.0
20240118	c5fe182c2a849f2	200000.0
20240118	c3647f5bc53ddbf	200000.0
20240118	9d689b1aa41404a	200000.0
20240118	52b119c0ea6c7a7	200000.0
20240118	2103ab9806d2520	169600.0
20240118	7c67c1e75373969	144000.0
20240118	dd6631573734f68	141500.0
20240118	43fc88ba072ec22	140000.0
20240118	6e3030c2220f042	133000.0
20240118	43f3988ece4b52d	127000.0
20240118	c173050178d50de	125000.0
20240118	63460dd4564485f	125000.0
20240118	3585343d33bfa59	120000.0
20240118	19ba1d2ab54d9d3	118000.0
20240118	752f69bdf234c4b	112999.0
20240118	2fd648f38001af1	104900.0
20240119	dda8573f6a2234e	115197150.6
20240119	cbfa4be1e6a71dc	30334496.0
20240119	506ccd0b722223a	4165001.0
20240119	3e3c3cfaf70044f	2935000.0
20240119	6c1bc24b1e7c3d8	2600000.0
20240119	c4c75176bc676fa	2538120.0
20240119	e6b3affa46d677d	2008000.0
20240119	f75ce12a5d358bc	1920000.0
20240119	17af4461583b771	1850000.0
20240119	892cbafcea2621c	1643085.0
20240119	f68525e863ee82c	1527179.0
20240119	4c5863e243ec63e	1500531.0
20240119	5321e839add62ae	1284939.0
20240119	6e4f65642dab5db	1200000.0
20240119	38e6c7e9e2e35d7	1001000.0
20240119	bfe01ff48a92f36	1000004.01
20240119	c6ca8833cea755d	1000000.0
20240119	55e2cec86786217	800000.0
20240119	851164d7ecf8a19	798524.0
20240119	1acdbf07c1dd1e0	752667.0
20240119	dcc80946315cf50	603592.0
20240119	5a7974de457da58	571506.7
20240119	bb450c01cc11d33	560000.0
20240119	9c14ed033c51f93	544883.0
20240119	f7a0c3c97f80a9e	542469.0
20240119	8c66993c2fbed34	500000.0
20240119	25fd2779cb6c284	500000.0
20240119	aff987db4243223	451515.0
20240119	5f5dff6f66ab6ef	431000.0
20240119	0f3114863506cbb	403268.06
20240119	f24826f8e308ef8	400000.0
20240119	8c9ce8a96bf0e34	400000.0
20240119	5132e2a09dc7989	355521.0
20240119	c1070139320cf89	350000.0
20240119	12e1eac52a9222c	335323.0
20240119	2f00004b9d25522	313470.0
20240119	d87344eca20f69c	300000.0
20240119	3a69bf5e894eedd	294311.0
20240119	96424b1de6fb0e8	290867.0
20240119	73e2759c02e777e	280000.0
20240119	4e0a5236eb5e19b	240000.0
20240119	906f522c9a061bf	200000.0
20240119	15c22fd278055d5	194388.0
20240119	53c43f7924b11ba	150559.0
20240119	4be58a51f650c91	138000.0
20240119	d7e055ac9463838	128708.0
20240119	641589de7849c8b	128409.0
20240119	2c58e962638c260	124950.0
20240119	97c8b1700e2fb2b	123006.4
20240119	10f267ec7d6249c	118024.0
20240119	5c9ffffb2446bba	112251.0
20240120	58ee0b57f88503e	20000000.0
20240120	22f56285ac6695c	10000000.0
20240120	d9eba491f62e067	2670375.96
20240120	185c2d33447c389	1800000.0
20240120	f4683cc8bac9fae	1745750.0
20240120	77c3c55d6bbee76	1600000.0
20240120	b76e81b32033b58	1248499.0
20240120	a534b4ebde7cc5f	1000000.0
20240120	6a23571f768c690	990000.0
20240120	5026c14ca88d65a	900000.0
20240120	9f965610b515834	850000.0
20240120	d96f058094f531f	774333.0
20240120	3ad21e9b0e942f0	759000.0
20240120	4ffb069a9c2756c	700000.0
20240120	3e0179a94ea27b1	646600.0
20240120	963cdd1efd52990	543000.0
20240120	51729877719a628	540000.0
20240120	2ca81b24795317f	500000.0
20240120	bd436a1022645af	460700.0
20240120	9bca8806aa03a72	380000.0
20240120	680d62a35e4d360	340000.0
20240120	1a018c061a3c6e4	313000.0
20240120	f5fe81560a69e94	300000.0
20240120	9ca0faa7554a274	300000.0
20240120	abf06d4330d33f0	290000.0
20240120	deabeddcbafeb1f	218000.0
20240120	ddabe57206b331f	200000.0
20240120	b1c21645482978a	200000.0
20240120	b191605e8a658da	200000.0
20240120	0633b9d94ab36fa	200000.0
20240120	f63b9b9fb1a7ed8	192905.28
20240120	2d9720ba04a70d1	160000.0
20240120	12b7059224cb0ef	160000.0
20240120	af90095d59ba209	152000.0
20240120	d3f56b42461d10e	150000.0
20240120	1180b2159b7d064	145000.0
20240120	765ad7289362c33	130000.0
20240120	783be00e12e3d4a	124000.0
20240120	b22d5d4a15855d0	120000.0
20240120	048269ee0fcaaf9	120000.0
20240120	944b0a5505465ee	106000.0
20240122	bb89bd92f4ee430	3500000000.0
20240122	9c1784de956148b	148862723.0
20240122	493df414eba2289	20177174.0
20240122	eaf8eefb146ef4c	6804921.0
20240122	30dbd554df86ddc	5048308.0
20240122	5a87812052931b1	4000000.0
20240122	ab2cd193dbad52c	3953600.0
20240122	1ac25775f74dd99	3088605.0
20240122	44b8863361317ec	2977185.43
20240122	c426f47c29aede1	2243300.0
20240122	6cde99d5f5e5284	1596476.0
20240122	bab7908b3b95b06	1527100.0
20240122	d74e09820eeaae3	1500000.0
20240122	4efc29387015be0	1412928.0
20240122	14caf8246e21375	1273500.0
20240122	847dbf3a54f97de	1160000.0
20240122	2861a6bc5cfd3c0	1098018.0
20240122	40685ba665e1dbf	1050000.0
20240122	23920b40ef8cd41	753419.0
20240122	1ffe3d7828c3a63	516290.0
20240122	1862b36af457624	490000.0
20240122	264bc2325b06112	399900.0
20240122	5f6566150b70b09	396425.0
20240122	7d1890bdb036532	389867.0
20240122	a88dac64833b329	370000.0
20240122	e6d3aee07bfdef2	241379.0
20240122	fa99832009205d8	238855.0
20240122	4bacb02f14b99bb	229602.0
20240122	0f06640d04248f7	201391.0
20240122	5eb2ea82484163b	177900.0
20240122	df522c3511d6eb9	158000.0
20240122	28886f14adbf578	140000.0
20240122	4061c680c307563	130000.0
20240122	877f3c8ad18c0a5	123556.0
20240122	2baa0099a70f062	109500.0
20240122	35c09e8f3070c90	103589.0
20240122	6568805d93233d4	103000.0
20240123	a4506caa2d87a53	10866290.0
20240123	3a77e858efc08e3	9123330.0
20240123	0355d4c9e1181fd	5000000.0
20240123	592c2795fc13390	3274467.84
20240123	56eae8153352018	2277242.0
20240123	077997c1e45cfc9	2250000.0
20240123	6854e5734f90479	1974044.0
20240123	96448164e37d8ea	1395100.0
20240123	3fa50ae554ade01	1223000.0
20240123	19c4983c902da07	1080000.0
20240123	f9bbb64bf454630	1000000.0
20240123	44b8863361317ec	988615.0
20240123	ccbb6df517f6220	826112.28
20240123	97d26f131703f3e	800000.0
20240123	cf8d46d0861face	650000.0
20240123	9f4ce8b8df22389	650000.0
20240123	8e9640f267c989e	605000.0
20240123	541484aeb55246f	570553.0
20240123	630af6a817a2fa8	420000.0
20240123	a69d64a952840f5	419952.0
20240123	a32b3d966134fac	410000.0
20240123	581ffb70103cfc8	369112.31
20240123	3ec4d702df1fc54	360000.0
20240123	e46f4b002992a50	294900.0
20240123	c492de452925b50	281536.0
20240123	e7b68b4bccbde09	275800.0
20240123	e9219726efd3db0	273969.0
20240123	86c1c303067036c	271252.0
20240123	cb021d43e997ef7	266880.0
20240123	5aaf437cc30953c	230920.0
20240123	9038c9cd2b55ac7	224000.0
20240123	f0550d744734cfb	200000.0
20240123	04d126bdb7714bc	185294.39
20240123	8612a707ba1be4b	180000.0
20240123	528759a66d773aa	180000.0
20240123	50606dd99fb1a31	180000.0
20240123	0a6053d9c4d0213	180000.0
20240123	44eb3816b54fdd8	177000.0
20240123	0397677254da55b	150000.0
20240123	4743be0a573c707	145000.0
20240123	41685daf43112b9	144000.0
20240123	4c5863e243ec63e	138210.0
20240123	612bce6140ee2a3	135011.77
20240123	3b4be0cef32b9c7	128000.0
20240123	f10e758c3533690	117688.0
20240123	96492b79b3cd213	116344.0
20240123	b6364f1fc9c0ea5	102000.0
20240124	4bba757d46f923b	2914000.0
20240124	08407e777f1f649	2100000.0
20240124	4e62e34658a58d2	2000000.0
20240124	b524826168397b2	1000000.0
20240124	78440e0dea1417a	1000000.0
20240124	2a06e26d4dcd76f	1000000.0
20240124	f4bea122a60a793	900000.0
20240124	2a2a87a076eefb7	850000.0
20240124	0e1630e3f070800	808894.0
20240124	79f79872c422c01	711000.0
20240124	2118b9f5559668b	631040.0
20240124	fc24f121ebc2ee8	500000.0
20240124	b010b3198db026e	482268.0
20240124	9f77943ecef941a	440000.0
20240124	ae82b2ee75b3cdc	420000.0
20240124	db28213bdaf2f66	400000.0
20240124	be8fb9efe63f9c8	400000.0
20240124	92c7d49270d7490	389000.0
20240124	01eac663277fc66	350000.0
20240124	465b1bee82a6ccb	332000.0
20240124	9e3cb449369d8c8	270000.0
20240124	fe47a9ed0baacac	269000.0
20240124	8cba4c287c79365	231000.0
20240124	f279ff0c1f63d6b	198000.0
20240124	3e3ca660dedfb35	190000.0
20240124	99f2206a2e62dc3	165900.0
20240124	6c2d48da17c8572	163000.0
20240124	b5d4a33f5fe6786	160000.0
20240124	3036180f9e755a0	160000.0
20240124	ed0e46dace3092a	150000.0
20240124	94818aaa68688fc	150000.0
20240124	d7d2e50891ed6f9	140000.0
20240124	d59a33788e22dc2	130000.0
20240124	981a0d4b845b0f7	120000.0
20240124	5a892ffb7c42f89	120000.0
20240124	f187e7455782aed	105000.0
20240124	3d946579a6edfea	105000.0
20240124	2bd611b5765d220	100333.0
20240125	6e32e075deb0a19	31441734.0
20240125	a69b17012420903	10036286.0
20240125	6d75b6c350b13ff	10000000.0
20240125	3e28728e2f9fe71	9750000.0
20240125	ef4214d279e8685	6000000.0
20240125	e67f03096c4e269	6000000.0
20240125	93597253588876a	5000000.0
20240125	b61cc6181b91085	4842782.0
20240125	c42efa6c93ae687	4000000.0
20240125	c6d9f6270a21476	2400000.0
20240125	d4e00dc238e17ab	2335537.88
20240125	4d0fc83676c28f9	2300000.0
20240125	7d04f3b803e4417	2000000.0
20240125	cb23eb8de6acda7	1290432.0
20240125	079f3371ee594e1	1275115.0
20240125	27470e8ac1e8526	1154038.0
20240125	4300a6147585f67	1018778.0
20240125	63ab8bba6aa216f	1000000.0
20240125	0ed8b5c196871b5	1000000.0
20240125	370488b00ec780a	732578.0
20240125	4344e532c2ff01b	720000.0
20240125	27db3ac14797c2a	596926.73
20240125	44b8863361317ec	588981.0
20240125	afb489e359ce77a	570000.0
20240125	17f5c07141d27d7	500000.0
20240125	2736a8c9bda230c	350000.0
20240125	67e410ea41da287	333998.0
20240125	f0fd7949c95dc58	300000.0
20240125	b9a4c59a58a8ea0	276000.0
20240125	9f0ce44ae9613bc	250000.0
20240125	a5b3db49d072e1e	230000.0
20240125	af675265971222e	208000.0
